User_ID,Home_Latitude,Home_Longitude,Registered_Device_ID,Avg_Transaction_Amount,Max_Transaction_Amount,Risk_Category,Account_Creation_Date,KYC_Status,Daily_Transaction_Limit,Usual_Login_Time_Start,Usual_Login_Time_End,Avg_Transactions_Per_Day,Registered_City,SIM_Registered,Account_Status,Last_Device_Change_Date,Linked_Bank_Count
USER_172,33.533758,72.90957,W4V6FRKFUL,1935,39157,Low,2024-08-18,Pending,106325,10:00,18:00,9,Kolkata,Yes,Active,2026-10-17,5
USER_173,29.756681,73.312437,1X0N03AD0S,2904,44507,Medium,2023-09-21,Full,170864,9:00,21:00,3,Bangalore,No,Dormant,2023-10-15,2
USER_174,33.691369,88.171225,4POAM8H1B4,4744,31306,High,2025-07-22,Min,72218,10:00,21:00,4,Chennai,Yes,Active,2025-08-16,3
USER_175,36.374591,94.099329,HUJEKY9WW5,1684,12692,High,2022-08-09,Min,196855,7:00,19:00,13,Mumbai,No,Active,2025-01-15,5
USER_176,21.786005,82.364942,OB58I36GGH,2805,27905,Low,2023-07-21,Pending,48740,9:00,22:00,20,Mumbai,Yes,Active,2025-11-15,2
USER_177,16.250329,94.710043,CENKSQNGMH,3926,16064,Low,2024-06-02,Min,114956,6:00,22:00,9,Bangalore,No,Active,2025-07-22,3
USER_178,29.520015,86.653212,5OL28UHP1G,3117,23111,Medium,2023-01-26,Full,119152,6:00,23:00,5,Delhi,No,Dormant,2024-11-15,3
USER_179,32.576321,89.014906,E8YTHL6TQ7,3856,15452,Medium,2023-09-28,Min,150539,7:00,21:00,6,Bangalore,Yes,Dormant,2024-10-05,2
USER_180,29.392869,87.386373,CP7B0AFO80,1710,15971,Medium,2025-10-22,Pending,99109,6:00,19:00,16,Bangalore,No,Dormant,2025-12-01,3
USER_181,32.39844,72.277434,OHJWKKGS31,3940,37258,Low,2023-03-05,Full,27875,8:00,18:00,11,Delhi,Yes,Dormant,2024-06-07,2
USER_182,31.503216,95.57096,K0IW1R70ZO,2734,20232,Medium,2025-11-04,Pending,77900,8:00,20:00,5,Chennai,No,Dormant,2028-07-24,4
USER_183,13.760113,87.847156,C58YM16C8Q,679,40096,High,2023-12-27,Full,176119,7:00,23:00,17,Delhi,No,Dormant,2026-05-13,4
USER_184,23.313532,81.35928,DQWCSAKCNY,3914,47460,High,2022-11-11,Pending,111936,6:00,18:00,1,Bangalore,Yes,Active,2024-10-01,3
USER_185,23.141634,72.307028,PN3JOH0GLV,2585,26811,Low,2024-12-04,Full,155332,6:00,22:00,8,Delhi,Yes,Dormant,2025-06-21,4
USER_186,35.686754,79.650448,5C2AOMFZPT,4355,34521,Low,2023-05-28,Pending,154682,9:00,22:00,3,Mumbai,Yes,Active,2024-01-10,1
USER_187,30.819655,77.413452,KRLP3RPC9V,1935,31178,Low,2025-09-06,Min,27310,8:00,22:00,13,Mumbai,No,Active,2027-09-25,5
USER_188,34.186428,83.656314,QS1FWYQU5F,1491,17628,High,2023-05-06,Full,36229,10:00,23:00,9,Delhi,Yes,Active,2024-07-09,2
USER_189,17.61306,71.294483,CS2303L810,817,34809,High,2021-06-30,Min,107246,8:00,19:00,12,Bangalore,Yes,Dormant,2024-01-18,3
USER_190,17.023876,74.078363,TGH4G5AJYL,3871,33379,Low,2021-10-24,Pending,56352,8:00,22:00,8,Hyderabad,Yes,Dormant,2024-02-27,3
USER_191,35.950789,74.802518,Z0SXFKUBYH,4535,20731,High,2024-05-10,Full,83595,6:00,19:00,4,Delhi,Yes,Active,2026-06-26,5
USER_192,23.062747,92.23846,ERAX6MIHJ4,2306,26984,High,2025-08-28,Full,147986,10:00,20:00,18,Mumbai,Yes,Dormant,2026-12-17,2
USER_193,21.936648,89.705384,WZT24MCBA8,2426,41342,Low,2024-02-27,Min,19188,8:00,19:00,7,Bangalore,Yes,Dormant,2025-12-10,1
USER_194,27.116065,77.265283,RXYBH5RFUU,4017,41784,High,2024-10-26,Pending,98418,6:00,20:00,19,Mumbai,No,Active,2026-08-24,2
USER_195,9.344156,80.744465,7WQES12MJX,3977,35390,Medium,2022-08-13,Full,58453,8:00,23:00,12,Mumbai,Yes,Dormant,2024-04-19,4
USER_196,20.691524,69.057943,TQS1T96TTW,1732,37309,High,2022-09-23,Full,193948,9:00,20:00,9,Bangalore,Yes,Active,2023-10-10,1
USER_197,35.216564,87.923878,J9XIA2K0PE,3567,42487,Medium,2025-11-01,Pending,182990,10:00,22:00,17,Hyderabad,No,Dormant,2028-01-28,4
USER_198,8.520209,78.122936,QOI7F9JQXZ,1017,19226,Low,2021-12-08,Full,126191,6:00,23:00,5,Chennai,Yes,Dormant,2024-07-14,1
USER_199,8.083083,69.215162,74DSYCITZR,3085,15537,Low,2023-03-25,Pending,47813,10:00,18:00,20,Kolkata,Yes,Active,2025-08-02,4
USER_200,20.902398,95.685968,KFFXB32Z70,4250,10907,Low,2021-04-28,Pending,140160,8:00,21:00,16,Delhi,No,Active,2023-12-20,5
USER_201,13.234093,88.207369,SM6C17AGUK,2833,34852,Low,2022-06-18,Pending,54448,9:00,21:00,13,Mumbai,Yes,Active,2024-01-02,5
USER_202,30.895956,94.28014,Y9MAWZO2SY,3463,20361,Medium,2022-07-11,Pending,25039,9:00,18:00,20,Bangalore,No,Active,2024-01-29,2
USER_203,25.807612,72.378575,BZTYRBCW1J,2218,47598,Low,2021-07-18,Full,152771,6:00,22:00,9,Chennai,Yes,Active,2023-12-27,3
USER_204,22.074643,88.079812,GTTNP0YVN2,2929,5601,High,2024-02-29,Min,117440,6:00,18:00,10,Chennai,No,Dormant,2025-10-22,1
USER_205,22.157555,87.175318,YUXPWL13OM,1846,36728,Low,2021-02-04,Pending,160499,7:00,21:00,20,Delhi,Yes,Active,2023-03-19,2
USER_206,25.794994,82.709931,0TEW2WQ4CA,1499,8386,Medium,2024-10-13,Min,24780,7:00,21:00,2,Chennai,No,Dormant,2026-01-31,5
USER_207,31.145673,82.293791,MF9BPFS7Y1,1985,24986,Low,2024-01-22,Min,15068,10:00,23:00,20,Mumbai,No,Active,2025-11-02,3
USER_208,27.573969,87.853497,LJDSJEEXWE,4441,37340,Medium,2023-03-06,Pending,190595,7:00,22:00,15,Hyderabad,No,Dormant,2025-02-13,2
USER_209,10.991937,70.724623,LTW0WUXN5H,2192,5798,Low,2025-03-13,Min,59261,10:00,19:00,10,Kolkata,Yes,Active,2025-07-26,3
USER_210,32.812014,70.525056,J2PV5LV35K,3560,27539,High,2023-03-06,Pending,145057,8:00,22:00,13,Mumbai,No,Active,2025-03-22,1
USER_211,11.753437,70.718577,O9LG7DZ1XJ,3697,38583,Low,2025-12-06,Pending,164112,8:00,23:00,5,Mumbai,No,Active,2028-03-26,1
USER_212,31.850299,68.745303,MJI5E7P08H,3990,14495,Low,2023-08-20,Full,60606,7:00,19:00,6,Chennai,Yes,Active,2025-07-31,2
USER_213,18.713518,74.315385,L6P2JNYPUP,4007,16513,Low,2024-05-16,Full,60194,10:00,23:00,17,Delhi,No,Active,2026-02-17,4
USER_214,31.928191,76.015069,EQK20GBXGJ,1208,7422,Low,2020-09-21,Full,137948,7:00,18:00,14,Kolkata,No,Dormant,2020-10-14,3
USER_215,23.534326,82.753495,PK8Y2MDL42,2585,12050,High,2021-03-17,Full,105985,6:00,20:00,5,Hyderabad,No,Active,2023-12-11,1
USER_216,31.383925,70.002457,GOFYCYTQK2,4042,33593,High,2021-11-11,Full,153045,8:00,19:00,4,Hyderabad,No,Dormant,2022-08-16,2
USER_217,18.464,77.547716,JKMC284X1R,823,32157,Low,2023-03-20,Pending,144220,7:00,23:00,2,Mumbai,Yes,Dormant,2025-12-10,2
USER_218,36.099424,83.978898,J22F84FCAQ,2896,48966,High,2024-12-27,Min,110740,8:00,22:00,4,Delhi,Yes,Dormant,2025-03-10,1
USER_219,8.14421,83.229191,ESX3F7QTUE,4317,31377,Low,2023-02-10,Full,75155,9:00,20:00,7,Delhi,Yes,Dormant,2024-04-09,3
USER_220,32.066981,81.283489,ZYAAR954Y6,2908,20558,Medium,2021-01-10,Pending,69100,9:00,20:00,13,Delhi,Yes,Dormant,2021-06-12,4
USER_221,24.30667,84.101026,XFO7ROZ1M4,3885,47063,Low,2022-11-29,Pending,83494,9:00,22:00,13,Delhi,No,Active,2023-05-06,4
USER_222,30.479711,71.273785,3JJ8DLMOVN,822,36269,Low,2021-03-03,Full,193578,8:00,19:00,9,Bangalore,No,Dormant,2022-05-19,5
USER_223,13.4455,76.211493,1GUZRRGSKN,2648,16657,High,2021-09-12,Pending,189343,8:00,23:00,18,Delhi,Yes,Dormant,2022-02-09,4
USER_224,33.998113,85.956902,0L8KVDDA9O,3134,41932,Medium,2024-05-09,Pending,107203,9:00,23:00,11,Chennai,No,Active,2025-03-13,4
USER_225,33.286017,72.007025,W2L09PXBEO,2643,7618,Low,2023-08-01,Pending,48013,9:00,19:00,13,Chennai,No,Dormant,2024-11-04,4
USER_226,17.710538,74.136037,TE87P2829Y,626,38037,Low,2023-03-14,Min,159088,9:00,19:00,19,Kolkata,Yes,Active,2024-06-28,5
USER_227,24.757321,71.300437,M6HNOXVACB,4547,44540,Low,2025-07-03,Full,19429,8:00,20:00,18,Kolkata,No,Dormant,2025-07-05,5
USER_228,36.723137,72.06596,QXRIXUGZO5,4801,35377,Low,2023-01-11,Full,28326,10:00,21:00,18,Delhi,No,Active,2023-10-26,3
USER_229,18.869397,95.375646,PF4QDTS6M8,3898,32614,High,2022-05-09,Min,181988,9:00,22:00,17,Delhi,Yes,Active,2023-02-20,1
USER_230,27.763307,72.160216,WAPHXGPKB6,1176,18631,Low,2024-12-05,Full,55018,9:00,21:00,6,Chennai,Yes,Active,2027-03-11,4
USER_231,31.767061,83.458941,D52LVMA68V,3487,45293,Medium,2021-11-18,Pending,153027,8:00,21:00,16,Mumbai,Yes,Dormant,2023-07-20,2
USER_232,31.374908,80.710844,BWTAZW4369,645,29653,High,2025-07-26,Full,173664,10:00,21:00,13,Hyderabad,Yes,Dormant,2026-07-19,5
USER_233,19.263261,73.39639,71U6CGVF6V,1693,47118,Medium,2021-01-03,Full,138704,6:00,23:00,19,Hyderabad,Yes,Active,2021-01-21,3
USER_234,33.962121,77.719014,GF22PYGKHZ,3987,40014,Low,2021-11-05,Min,188389,9:00,20:00,17,Delhi,No,Dormant,2022-10-13,2
USER_235,8.139396,93.243724,WI6TN24V8A,917,9210,High,2023-05-06,Full,94168,8:00,18:00,6,Chennai,Yes,Active,2024-02-04,5
USER_236,11.366553,75.761658,NCOQ95CD9V,4638,33531,Medium,2022-12-11,Pending,111243,8:00,22:00,8,Hyderabad,Yes,Dormant,2023-04-26,3
USER_237,28.440919,70.741219,TXAW1KZ64E,4426,12183,High,2025-02-15,Full,159477,9:00,18:00,10,Chennai,Yes,Active,2027-07-15,4
USER_238,21.476529,75.759541,46I8VTR3FM,608,19166,Low,2024-09-27,Min,38337,6:00,23:00,20,Mumbai,Yes,Dormant,2026-09-29,4
USER_239,22.433777,87.22036,DK91Z00Z3M,3181,30772,Medium,2023-09-24,Pending,122320,9:00,19:00,10,Hyderabad,No,Active,2024-04-03,3
USER_240,16.582761,76.088152,L70A89JJDN,1839,25015,Low,2023-01-04,Pending,190375,6:00,22:00,12,Hyderabad,Yes,Dormant,2023-10-15,5
USER_241,13.185321,83.286708,0KWRMF3RV1,3243,47774,Low,2024-02-14,Min,87789,9:00,21:00,3,Bangalore,Yes,Dormant,2026-08-04,3
USER_242,22.028071,81.363273,THNZUTXO0T,3475,9961,Low,2023-09-18,Min,24813,8:00,19:00,9,Chennai,Yes,Active,2023-11-22,3
USER_243,17.298413,70.641329,YQUJ0CTRX9,1988,34809,High,2024-04-01,Min,127623,7:00,18:00,9,Bangalore,No,Dormant,2026-06-06,4
USER_244,22.435669,90.274049,M76RT2JK5I,2643,49693,Low,2021-10-15,Full,115358,10:00,23:00,6,Hyderabad,No,Dormant,2024-04-23,5
USER_245,25.290951,71.037711,KD5PGFS4IQ,2516,49080,High,2024-05-08,Full,119860,8:00,18:00,10,Mumbai,Yes,Active,2025-02-02,1
USER_246,15.788001,82.032489,J28S4I9WBF,3883,47240,High,2022-12-07,Pending,135137,7:00,20:00,10,Chennai,No,Dormant,2025-02-20,2
USER_247,34.050908,96.191517,AQ8RWXTWI8,3895,30960,Low,2024-07-21,Min,15482,8:00,21:00,6,Hyderabad,No,Dormant,2026-07-25,1
USER_248,30.660133,68.081655,VD8MSTQC2I,3743,39538,High,2022-08-11,Full,195312,9:00,19:00,1,Mumbai,No,Dormant,2024-09-11,3
USER_249,24.328763,76.318864,SSK3W7A3OP,4787,36447,Medium,2024-02-29,Full,122679,7:00,19:00,19,Chennai,Yes,Active,2025-06-05,5
USER_250,36.341029,89.680555,CTDAQ0TZAU,1710,21095,Low,2024-07-29,Min,10999,10:00,18:00,16,Kolkata,No,Dormant,2026-04-16,3
USER_251,9.882387,74.576257,N8FXUYL3CQ,4661,11278,High,2023-08-05,Pending,185863,7:00,19:00,7,Kolkata,No,Dormant,2025-08-25,1
USER_252,16.506299,85.217857,4VT2ZVKQ3Q,2024,25625,Medium,2020-12-28,Min,11297,6:00,20:00,6,Mumbai,No,Dormant,2023-05-22,3
USER_253,28.804814,82.987243,QTVLAERVAJ,1770,38029,High,2023-02-09,Full,144745,9:00,21:00,1,Chennai,No,Dormant,2024-07-30,2
USER_254,18.679824,75.07339,4BC0LKYSH8,4489,16836,Medium,2025-07-01,Min,178699,8:00,19:00,11,Hyderabad,No,Dormant,2026-09-23,3
USER_255,17.246641,88.923752,9T1MQVQFEH,3623,15145,Low,2022-06-14,Pending,138710,7:00,18:00,2,Hyderabad,No,Active,2025-02-05,3
USER_256,17.375458,75.483915,ZJVI5SK2GJ,1312,38076,Medium,2023-05-31,Full,141244,9:00,20:00,1,Bangalore,Yes,Dormant,2023-09-28,2
USER_257,9.167346,74.694231,MRHX1F0EVX,739,24402,Low,2023-05-13,Min,30806,9:00,20:00,14,Bangalore,Yes,Active,2023-09-05,5
USER_258,16.110298,84.408235,4PG2GYOE7A,4957,9902,Low,2024-03-27,Pending,18476,10:00,22:00,17,Hyderabad,Yes,Active,2024-12-21,5
USER_259,31.258311,92.413742,FTJY9VBJXW,2201,37872,Medium,2025-06-12,Min,19927,7:00,23:00,19,Mumbai,No,Active,2026-06-24,5
USER_260,22.802651,96.41092,TFOV31H55F,1906,26776,Medium,2023-02-03,Min,80378,6:00,20:00,3,Kolkata,No,Active,2023-11-29,1
USER_261,11.631671,90.955643,V54YHA8L1U,1449,8315,High,2025-04-29,Full,169412,6:00,20:00,16,Mumbai,Yes,Active,2026-12-11,3
USER_262,23.163888,70.868231,6HYO6KXOWD,963,49477,Medium,2025-03-11,Pending,65730,10:00,19:00,20,Chennai,No,Active,2025-05-04,5
USER_263,10.124302,85.228731,NW31FCMCPQ,1566,32208,Low,2024-09-09,Full,71068,9:00,23:00,10,Bangalore,Yes,Active,2024-12-22,5
USER_264,23.754605,70.670852,ADHZS44SZ6,4662,49303,High,2022-11-24,Pending,92482,10:00,18:00,11,Mumbai,No,Active,2024-06-29,4
USER_265,20.7047,68.941741,NHLR5QIOFU,2719,46710,High,2024-08-01,Pending,108685,10:00,23:00,1,Delhi,Yes,Active,2026-02-06,3
USER_266,12.084196,94.631569,VMYYVFGDNO,1241,20528,Low,2022-08-23,Pending,166757,6:00,19:00,1,Kolkata,Yes,Dormant,2023-12-04,2
USER_267,33.314925,79.435174,70U7TULEMY,4322,5908,High,2022-05-22,Full,142495,8:00,19:00,1,Delhi,Yes,Dormant,2024-02-16,1
USER_268,25.690505,80.355588,IRS4H0LWNA,2156,44021,Medium,2024-02-20,Full,181842,9:00,20:00,14,Bangalore,Yes,Active,2025-12-29,1
USER_269,35.761183,94.508,Y7S8JET5R3,1845,34615,Medium,2023-03-28,Pending,53227,7:00,20:00,7,Chennai,No,Dormant,2023-12-11,1
USER_270,11.056253,94.828604,1C07UDIYB6,3660,37111,High,2024-04-14,Pending,130996,10:00,22:00,16,Bangalore,No,Active,2026-07-09,1
USER_271,10.519173,80.721554,ISVUI3GC6X,990,31906,Medium,2022-03-29,Min,161116,9:00,20:00,4,Mumbai,No,Active,2024-01-15,5
USER_272,14.212076,79.828767,OAXVCT3AGC,3269,10544,Medium,2024-07-30,Min,193285,10:00,22:00,20,Chennai,No,Dormant,2025-06-05,4
USER_273,24.507821,80.137594,48FCNRYV73,4591,47298,Medium,2020-11-18,Min,61997,9:00,19:00,17,Kolkata,Yes,Dormant,2021-12-12,2
USER_274,22.581543,87.741123,RI5E08RI0Y,1335,28996,High,2022-07-07,Pending,176943,8:00,19:00,20,Delhi,Yes,Dormant,2023-01-09,3
USER_275,19.798665,86.727267,IZ4KBK4M8R,3690,49914,High,2021-06-12,Pending,25992,6:00,22:00,4,Hyderabad,No,Active,2022-01-19,2
USER_276,21.043675,70.656341,P5ERYY0QXS,3764,18079,High,2020-09-19,Full,74161,9:00,20:00,12,Bangalore,Yes,Active,2023-05-21,3
USER_277,13.837352,79.540595,PEX0BBFI5X,2897,5073,Low,2025-12-05,Min,35224,9:00,21:00,14,Kolkata,No,Dormant,2027-05-19,1
USER_278,30.473339,81.352769,NL2NOUKKOB,995,12726,High,2023-02-26,Full,111662,9:00,20:00,6,Delhi,Yes,Dormant,2025-03-11,4
USER_279,12.838785,94.993928,5RVA6RA823,4164,43385,Low,2022-04-01,Pending,144287,7:00,19:00,7,Mumbai,Yes,Dormant,2022-12-28,5
USER_280,35.533285,80.096059,CJP6ILCX62,4209,29687,High,2024-12-30,Full,52174,10:00,18:00,18,Kolkata,Yes,Dormant,2025-10-24,3
USER_281,29.643531,69.488944,T3YKD761VD,3802,8436,Medium,2023-11-06,Full,68739,7:00,22:00,15,Bangalore,Yes,Active,2023-11-11,4
USER_282,26.467064,68.229556,DM6M0XSHBB,1288,38228,Medium,2023-07-25,Min,21355,8:00,18:00,9,Mumbai,Yes,Dormant,2025-03-11,5
USER_283,22.80265,88.856784,RIVP3MD9AU,1255,44452,High,2020-10-17,Full,92820,6:00,18:00,15,Kolkata,No,Active,2022-12-23,2
USER_284,33.00097,68.205663,6JJRJDNCE2,2726,44163,Low,2024-01-20,Pending,33720,6:00,22:00,13,Mumbai,Yes,Dormant,2024-10-23,5
USER_285,31.761368,84.384752,BNIW8ITRGV,805,21736,Medium,2025-11-15,Min,135851,6:00,23:00,20,Chennai,Yes,Dormant,2026-11-17,3
USER_286,26.870235,68.205901,F6ST7GKOML,1685,17771,Medium,2025-09-06,Pending,105011,6:00,23:00,11,Delhi,No,Active,2028-05-20,3
USER_287,26.918802,92.678076,QCFHLWTUZW,1882,27869,High,2021-06-28,Pending,142381,10:00,19:00,11,Kolkata,No,Dormant,2021-09-30,5
USER_288,17.090221,89.877063,KLYXE577RO,1992,40360,High,2025-01-24,Full,125004,9:00,23:00,11,Chennai,Yes,Dormant,2026-09-23,5
USER_289,23.949142,89.32906,S97BVY6BNT,1294,40303,High,2024-05-05,Pending,197024,8:00,23:00,18,Kolkata,No,Dormant,2026-05-29,4
USER_290,34.342152,92.631953,1YCCWTIUF0,3536,31957,Low,2021-09-06,Pending,30277,7:00,23:00,16,Delhi,Yes,Active,2022-10-01,1
USER_291,31.293879,85.776539,0NCXEV4TAU,3524,22274,Medium,2021-10-23,Pending,130248,8:00,18:00,15,Bangalore,Yes,Active,2023-12-22,5
USER_292,14.885634,93.754611,VF9LPU95VZ,4055,29100,High,2023-11-27,Full,82996,8:00,23:00,1,Bangalore,No,Dormant,2026-04-04,5
USER_293,30.921662,85.339807,2YGVACVCOO,1383,25308,High,2025-04-24,Pending,101348,9:00,21:00,7,Kolkata,No,Active,2025-09-16,5
USER_294,22.266981,93.210132,6K1K5BYRKO,3481,49899,Low,2020-12-08,Pending,20519,9:00,22:00,8,Kolkata,Yes,Active,2021-01-05,2
USER_295,19.682066,93.424402,I9WZXO9JM5,3674,7630,Low,2024-01-12,Pending,63216,6:00,20:00,13,Chennai,No,Dormant,2025-04-04,4
USER_296,35.633775,81.672607,ICGJMBQD8W,4060,6115,High,2024-12-19,Full,26948,7:00,21:00,12,Kolkata,Yes,Active,2026-08-21,5
USER_297,35.522219,76.217005,CGW4T1AZ07,2333,37993,Medium,2021-04-06,Min,26942,6:00,22:00,11,Chennai,Yes,Active,2023-12-29,4
USER_298,17.952968,69.815687,Z0L8ALR0ZC,4367,14888,Medium,2024-06-19,Min,17162,10:00,23:00,8,Hyderabad,No,Dormant,2025-11-29,2
USER_299,32.193684,70.06435,NYU69GV5KL,1125,19053,Low,2025-03-28,Full,60270,8:00,23:00,15,Bangalore,Yes,Dormant,2026-03-15,4
USER_300,11.792967,79.06704,4QJ21BY3JF,3585,13936,Low,2023-10-07,Pending,152240,7:00,18:00,6,Chennai,Yes,Active,2025-11-08,5
USER_301,31.12467,95.320466,DPABAB4FEV,3122,11972,High,2025-04-25,Pending,161376,6:00,23:00,9,Delhi,Yes,Active,2027-06-05,1
USER_302,27.349498,95.384587,LGRFLFOU8A,3209,10147,High,2022-09-04,Min,82779,7:00,23:00,10,Bangalore,No,Active,2023-10-06,5
USER_303,13.447949,84.061695,WEZKURRC4G,4881,43904,Low,2021-03-17,Pending,154212,7:00,18:00,1,Delhi,Yes,Dormant,2023-10-15,4
USER_304,18.751662,92.375294,8K3LGJYXZT,3313,29040,High,2022-02-10,Pending,120417,8:00,23:00,14,Bangalore,No,Dormant,2023-05-23,4
USER_305,31.234638,77.576764,S3LWQ1WRV0,4586,36598,Low,2023-10-08,Pending,45807,9:00,21:00,15,Delhi,Yes,Dormant,2024-03-03,2
USER_306,26.002528,92.879026,Y1B6IJ7OVH,3868,18380,High,2025-08-09,Full,151758,9:00,23:00,11,Kolkata,No,Active,2026-01-19,1
USER_307,29.357793,76.966528,XEJ8Y4CXSO,1795,36343,Low,2020-10-17,Full,107635,7:00,20:00,13,Chennai,Yes,Dormant,2023-04-15,3
USER_308,11.430793,73.254018,OTDDVD4A4I,1806,47387,High,2021-03-20,Min,105998,8:00,19:00,2,Kolkata,Yes,Active,2022-04-10,2
USER_309,35.104924,84.637024,6ZOHJK2MUG,585,6197,High,2021-05-27,Pending,151749,7:00,20:00,8,Mumbai,No,Active,2023-01-27,5
USER_310,15.026162,94.182243,NCMC3H2K2V,2891,9365,Low,2024-06-08,Pending,39143,9:00,23:00,7,Chennai,Yes,Dormant,2025-02-14,3
USER_311,27.018496,79.656524,323UJ4V4M5,3147,10291,High,2024-06-03,Min,90189,7:00,22:00,5,Hyderabad,Yes,Dormant,2026-01-19,4
USER_312,36.688479,72.139366,D4KRSO64CL,1807,28085,Medium,2021-11-09,Min,55686,8:00,22:00,12,Hyderabad,No,Dormant,2023-06-04,2
USER_313,15.926041,73.136364,MD465QP8FZ,1986,24389,Low,2025-06-18,Min,149449,6:00,23:00,13,Mumbai,No,Dormant,2026-06-01,5
USER_314,33.674663,85.350535,I7L9P7CS8U,1123,47825,High,2024-07-16,Full,166487,9:00,18:00,8,Delhi,Yes,Dormant,2025-05-31,3
USER_315,11.467251,79.555106,EKDU7ORLUI,4422,34081,Medium,2021-01-26,Min,56606,6:00,23:00,12,Hyderabad,No,Dormant,2023-02-28,2
USER_316,18.360852,85.500102,1RCNYFGVTZ,3007,40884,High,2022-03-14,Min,39059,6:00,21:00,1,Kolkata,Yes,Dormant,2024-07-22,3
USER_317,22.668965,94.366074,9E795FUTL7,1170,21442,High,2024-11-14,Min,63255,9:00,19:00,9,Mumbai,No,Active,2027-01-22,1
USER_318,29.927617,95.7512,KU9MRKGZGK,4651,48420,Low,2020-11-24,Pending,80640,8:00,21:00,9,Bangalore,Yes,Active,2023-07-16,1
USER_319,15.119544,84.419699,I68QCTEODJ,2198,26044,Low,2025-05-03,Pending,144847,6:00,19:00,19,Mumbai,Yes,Dormant,2025-11-03,3
USER_320,22.259572,80.453148,2DBQTHJRZC,616,31168,Medium,2022-09-12,Pending,161735,7:00,20:00,13,Kolkata,No,Dormant,2025-02-20,3
USER_321,29.909253,91.516441,617OEVWMQG,1577,23059,Medium,2025-11-19,Min,25764,10:00,21:00,18,Mumbai,Yes,Active,2028-02-26,2
USER_322,32.925965,83.92943,7CM3GUPSZB,1650,34415,Medium,2022-12-30,Full,153390,9:00,23:00,3,Delhi,No,Active,2023-10-30,3
USER_323,10.938857,95.765378,4BZOHNXLQC,4987,35607,Low,2025-08-27,Pending,32662,9:00,19:00,19,Hyderabad,Yes,Dormant,2026-11-24,1
USER_324,22.927554,84.062272,PMVJGGY3P4,521,48875,High,2021-10-05,Pending,143483,6:00,20:00,18,Bangalore,Yes,Dormant,2023-07-01,4
USER_325,11.130675,68.462151,XUBE5COLUU,653,38595,Low,2025-07-02,Pending,193593,6:00,21:00,10,Chennai,No,Dormant,2026-03-31,3
USER_326,10.885841,85.556822,L0BYH156FZ,626,20054,Medium,2023-07-17,Pending,130875,6:00,22:00,13,Mumbai,No,Dormant,2025-01-04,3
USER_327,22.532823,71.164432,OAG5Y0GVE7,4670,46592,Medium,2023-11-21,Min,64935,7:00,23:00,2,Delhi,Yes,Dormant,2025-12-07,4
USER_328,26.931936,93.247027,FVNH5KAG9Y,1929,38693,Low,2025-09-23,Min,166409,6:00,18:00,10,Bangalore,Yes,Dormant,2028-04-30,3
USER_329,12.493612,84.48035,AXQMSC3LML,1894,34945,High,2022-05-12,Pending,118230,7:00,21:00,16,Kolkata,Yes,Dormant,2024-11-12,3
USER_330,21.775547,85.79065,28NFYX32VU,3136,7825,High,2025-11-15,Min,41753,7:00,19:00,18,Delhi,No,Active,2026-04-25,4
USER_331,30.129799,68.21418,ZK8ZNGIM6H,3673,49844,High,2022-10-21,Min,117569,10:00,20:00,18,Kolkata,No,Dormant,2022-10-30,4
USER_332,12.022199,82.930299,L61GU4KEJ4,2651,11826,Medium,2025-06-02,Min,46142,10:00,22:00,6,Mumbai,Yes,Dormant,2027-12-12,4
USER_333,26.564791,92.778886,URM4OIXOQ4,3864,21905,Low,2025-01-22,Pending,24321,7:00,22:00,18,Chennai,No,Active,2026-08-22,2
USER_334,33.64821,70.433078,OS0DYT7CLD,4552,34987,Medium,2025-04-28,Full,82025,6:00,20:00,11,Hyderabad,No,Dormant,2026-12-22,1
USER_335,8.841324,92.8975,056OBQ0Q4T,4496,7546,High,2023-01-08,Full,146091,8:00,18:00,6,Delhi,No,Dormant,2023-12-13,1
USER_336,36.625055,81.123203,KPD8ZBF2E6,2460,18580,Medium,2023-09-18,Full,53985,8:00,18:00,11,Mumbai,No,Dormant,2024-01-04,4
USER_337,13.833786,82.264968,2X6E6FSMYZ,2328,25041,Medium,2022-08-20,Pending,190148,7:00,18:00,14,Chennai,Yes,Dormant,2025-04-09,4
USER_338,30.957143,89.628133,2NYCRPDPR6,1102,37591,High,2025-12-19,Pending,115467,7:00,18:00,4,Chennai,Yes,Active,2027-01-23,5
USER_339,24.398282,79.607725,0ZN6GQH33W,2368,25724,Low,2022-12-19,Min,67996,8:00,22:00,15,Kolkata,No,Active,2025-08-28,4
USER_340,24.086446,76.454176,DKHYH2QXCE,3650,48540,High,2024-03-31,Min,15731,6:00,21:00,16,Hyderabad,No,Active,2025-03-16,1
USER_341,14.748894,72.568367,SORJFAN1LC,4296,35602,Low,2025-01-19,Min,176971,9:00,19:00,5,Hyderabad,Yes,Active,2026-01-09,4
USER_342,14.256587,92.582202,EDJPB8X9FU,1115,28425,High,2023-05-28,Full,92001,6:00,22:00,3,Bangalore,Yes,Active,2025-07-15,1
USER_343,8.850284,95.715096,C5AVEF257U,4119,45067,Low,2025-04-04,Full,177672,7:00,22:00,2,Delhi,No,Dormant,2026-05-06,4
USER_344,18.631118,73.165956,20N5LT1510,668,5669,High,2021-01-19,Full,12125,7:00,23:00,1,Bangalore,No,Active,2023-01-04,1
